1505.5739,-56.811,1505.5739,-56.395,1505.5739,-55.600,1505.5739,-55.256,1505.5739,-55.220,1505.5739,-55.769
1505.5951,-56.830,1505.5951,-56.477,1505.5951,-55.621,1505.5951,-55.278,1505.5951,-55.313,1505.5951,-55.789
1505.6164,-56.707,1505.6164,-56.263,1505.6164,-55.584,1505.6164,-55.275,1505.6164,-55.219,1505.6164,-55.753
1505.6377,-56.758,1505.6377,-56.415,1505.6377,-55.660,1505.6377,-55.236,1505.6377,-55.306,1505.6377,-55.738
1505.6589,-56.726,1505.6589,-56.258,1505.6589,-55.577,1505.6589,-55.210,1505.6589,-55.265,1505.6589,-55.733
1505.6802,-56.790,1505.6802,-56.270,1505.6802,-55.498,1505.6802,-55.257,1505.6802,-55.260,1505.6802,-55.677
1505.7014,-56.743,1505.7014,-56.217,1505.7014,-55.468,1505.7014,-55.211,1505.7014,-55.350,1505.7014,-55.799
1505.7227,-56.653,1505.7227,-56.180,1505.7227,-55.586,1505.7227,-55.206,1505.7227,-55.275,1505.7227,-55.661
1505.7439,-56.755,1505.7439,-56.214,1505.7439,-55.529,1505.7439,-55.227,1505.7439,-55.313,1505.7439,-55.766
1505.7652,-56.726,1505.7652,-56.133,1505.7652,-55.500,1505.7652,-55.222,1505.7652,-55.331,1505.7652,-55.699
1505.7864,-56.761,1505.7864,-56.108,1505.7864,-55.435,1505.7864,-55.206,1505.7864,-55.364,1505.7864,-55.616
1505.8077,-56.678,1505.8077,-56.098,1505.8077,-55.439,1505.8077,-55.225,1505.8077,-55.310,1505.8077,-55.657
1505.8290,-56.687,1505.8290,-56.134,1505.8290,-55.383,1505.8290,-55.268,1505.8290,-55.255,1505.8290,-55.602
1505.8502,-56.678,1505.8502,-56.036,1505.8502,-55.409,1505.8502,-55.205,1505.8502,-55.320,1505.8502,-55.606
1505.8715,-56.647,1505.8715,-56.024,1505.8715,-55.382,1505.8715,-55.150,1505.8715,-55.357,1505.8715,-55.631
1505.8927,-56.678,1505.8927,-55.988,1505.8927,-55.341,1505.8927,-55.126,1505.8927,-55.236,1505.8927,-55.544
1505.9140,-56.618,1505.9140,-56.035,1505.9140,-55.303,1505.9140,-55.212,1505.9140,-55.375,1505.9140,-55.610
1505.9352,-56.649,1505.9352,-55.977,1505.9352,-55.306,1505.9352,-55.134,1505.9352,-55.353,1505.9352,-55.617
1505.9565,-56.633,1505.9565,-56.036,1505.9565,-55.317,1505.9565,-55.146,1505.9565,-55.362,1505.9565,-55.519
1505.9777,-56.675,1505.9777,-55.907,1505.9777,-55.246,1505.9777,-55.138,1505.9777,-55.328,1505.9777,-55.523
1505.9990,-56.584,1505.9990,-55.987,1505.9990,-55.263,1505.9990,-55.241,1505.9990,-55.411,1505.9990,-55.511
1506.0203,-56.594,1506.0203,-55.920,1506.0203,-55.198,1506.0203,-55.184,1506.0203,-55.295,1506.0203,-55.457
1506.0415,-56.610,1506.0415,-55.885,1506.0415,-55.263,1506.0415,-55.067,1506.0415,-55.350,1506.0415,-55.555
1506.0628,-56.560,1506.0628,-55.900,1506.0628,-55.205,1506.0628,-55.161,1506.0628,-55.321,1506.0628,-55.382
1506.0840,-56.589,1506.0840,-55.812,1506.0840,-55.166,1506.0840,-55.251,1506.0840,-55.408,1506.0840,-55.431
1506.1053,-56.573,1506.1053,-55.741,1506.1053,-55.174,1506.1053,-55.185,1506.1053,-55.301,1506.1053,-55.417
1506.1265,-56.549,1506.1265,-55.798,1506.1265,-55.110,1506.1265,-55.189,1506.1265,-55.410,1506.1265,-55.439
1506.1478,-56.400,1506.1478,-55.690,1506.1478,-55.150,1506.1478,-55.184,1506.1478,-55.371,1506.1478,-55.334
1506.1690,-56.447,1506.1690,-55.718,1506.1690,-55.099,1506.1690,-55.172,1506.1690,-55.393,1506.1690,-55.288
1506.1903,-56.486,1506.1903,-55.697,1506.1903,-55.137,1506.1903,-55.272,1506.1903,-55.433,1506.1903,-55.340
1506.2116,-56.428,1506.2116,-55.699,1506.2116,-55.094,1506.2116,-55.203,1506.2116,-55.335,1506.2116,-55.259
1506.2328,-56.427,1506.2328,-55.671,1506.2328,-55.012,1506.2328,-55.193,1506.2328,-55.333,1506.2328,-55.214
1506.2541,-56.396,1506.2541,-55.623,1506.2541,-55.118,1506.2541,-55.240,1506.2541,-55.358,1506.2541,-55.215
1506.2753,-56.417,1506.2753,-55.620,1506.2753,-55.083,1506.2753,-55.196,1506.2753,-55.431,1506.2753,-55.173
1506.2966,-56.421,1506.2966,-55.597,1506.2966,-55.089,1506.2966,-55.213,1506.2966,-55.381,1506.2966,-55.161
1506.3178,-56.301,1506.3178,-55.482,1506.3178,-55.062,1506.3178,-55.194,1506.3178,-55.378,1506.3178,-55.108
1506.3391,-56.301,1506.3391,-55.509,1506.3391,-55.044,1506.3391,-55.241,1506.3391,-55.352,1506.3391,-55.137
1506.3603,-56.399,1506.3603,-55.497,1506.3603,-55.026,1506.3603,-55.201,1506.3603,-55.488,1506.3603,-55.087
1506.3816,-56.310,1506.3816,-55.502,1506.3816,-55.025,1506.3816,-55.201,1506.3816,-55.367,1506.3816,-55.078
1506.4029,-56.255,1506.4029,-55.394,1506.4029,-55.076,1506.4029,-55.236,1506.4029,-55.381,1506.4029,-55.102
1506.4241,-56.277,1506.4241,-55.431,1506.4241,-55.007,1506.4241,-55.231,1506.4241,-55.410,1506.4241,-55.025
1506.4454,-56.255,1506.4454,-55.380,1506.4454,-55.003,1506.4454,-55.227,1506.4454,-55.367,1506.4454,-54.968
1506.4666,-56.168,1506.4666,-55.425,1506.4666,-54.963,1506.4666,-55.208,1506.4666,-55.358,1506.4666,-54.925
1506.4879,-56.270,1506.4879,-55.339,1506.4879,-54.913,1506.4879,-55.241,1506.4879,-55.369,1506.4879,-54.962
1506.5091,-56.222,1506.5091,-55.315,1506.5091,-55.027,1506.5091,-55.202,1506.5091,-55.415,1506.5091,-54.921
1506.5304,-56.168,1506.5304,-55.313,1506.5304,-54.963,1506.5304,-55.269,1506.5304,-55.326,1506.5304,-54.856
1506.5516,-56.090,1506.5516,-55.289,1506.5516,-54.901,1506.5516,-55.178,1506.5516,-55.358,1506.5516,-54.933
1506.5729,-56.123,1506.5729,-55.275,1506.5729,-54.962,1506.5729,-55.210,1506.5729,-55.330,1506.5729,-54.791
1506.5941,-56.151,1506.5941,-55.273,1506.5941,-54.890,1506.5941,-55.224,1506.5941,-55.367,1506.5941,-54.829
1506.6154,-56.098,1506.6154,-55.200,1506.6154,-54.943,1506.6154,-55.249,1506.6154,-55.301,1506.6154,-54.752
1506.6367,-55.966,1506.6367,-55.215,1506.6367,-54.900,1506.6367,-55.243,1506.6367,-55.346,1506.6367,-54.774
1506.6579,-56.062,1506.6579,-55.154,1506.6579,-54.802,1506.6579,-55.283,1506.6579,-55.342,1506.6579,-54.709
1506.6792,-55.942,1506.6792,-55.163,1506.6792,-54.833,1506.6792,-55.155,1506.6792,-55.335,1506.6792,-54.659
1506.7004,-55.955,1506.7004,-55.187,1506.7004,-54.843,1506.7004,-55.230,1506.7004,-55.242,1506.7004,-54.648
1506.7217,-56.013,1506.7217,-55.103,1506.7217,-54.927,1506.7217,-55.252,1506.7217,-55.294,1506.7217,-54.603
1506.7429,-55.888,1506.7429,-55.083,1506.7429,-54.791,1506.7429,-55.305,1506.7429,-55.338,1506.7429,-54.615
1506.7642,-55.956,1506.7642,-55.092,1506.7642,-54.818,1506.7642,-55.282,1506.7642,-55.339,1506.7642,-54.604
1506.7854,-55.834,1506.7854,-55.136,1506.7854,-54.916,1506.7854,-55.323,1506.7854,-55.246,1506.7854,-54.492
1506.8067,-55.897,1506.8067,-55.019,1506.8067,-54.888,1506.8067,-55.321,1506.8067,-55.321,1506.8067,-54.402
1506.8280,-55.781,1506.8280,-55.029,1506.8280,-54.856,1506.8280,-55.299,1506.8280,-55.275,1506.8280,-54.435
1506.8492,-55.797,1506.8492,-55.020,1506.8492,-54.922,1506.8492,-55.278,1506.8492,-55.265,1506.8492,-54.455
1506.8705,-55.809,1506.8705,-54.978,1506.8705,-54.845,1506.8705,-55.306,1506.8705,-55.255,1506.8705,-54.335
1506.8917,-55.754,1506.8917,-54.918,1506.8917,-54.901,1506.8917,-55.254,1506.8917,-55.283,1506.8917,-54.352
1506.9130,-55.753,1506.9130,-54.933,1506.9130,-54.820,1506.9130,-55.341,1506.9130,-55.282,1506.9130,-54.268
1506.9342,-55.753,1506.9342,-54.927,1506.9342,-54.931,1506.9342,-55.285,1506.9342,-55.262,1506.9342,-54.310
1506.9555,-55.661,1506.9555,-54.890,1506.9555,-54.867,1506.9555,-55.242,1506.9555,-55.215,1506.9555,-54.256
1506.9767,-55.645,1506.9767,-54.865,1506.9767,-54.851,1506.9767,-55.297,1506.9767,-55.219,1506.9767,-54.183
1506.9980,-55.637,1506.9980,-54.906,1506.9980,-54.815,1506.9980,-55.325,1506.9980,-55.196,1506.9980,-54.141
1507.0193,-55.568,1507.0193,-54.838,1507.0193,-54.896,1507.0193,-55.279,1507.0193,-55.129,1507.0193,-54.163
1507.0405,-55.544,1507.0405,-54.866,1507.0405,-54.866,1507.0405,-55.307,1507.0405,-55.121,1507.0405,-54.099
1507.0618,-55.585,1507.0618,-54.818,1507.0618,-54.877,1507.0618,-55.336,1507.0618,-55.125,1507.0618,-54.090
